Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,$76K - $111K (Glassdoor est.),"Dana is a global leader in the supply of highly engineered driveline, sealing, and thermal-management technologies that improve the efficiency and performance of vehicles with both conventional and alternative-energy powertrains. Serving three primary markets – passenger vehicle, commercial truck, and off-highway equipment – Dana provides the world's original-equipment manufacturers and the aftermarket with local product and service support through a network of nearly 100 engineering, manufacturing, and distribution facilities.
PURPOSE:
The EV/E-Propulsion systems scientist will be responsible for capturing, understanding, and building analytics solutions on the telematics data captured from these systems. Experience in battery engineering, e-Transmission, e-Motors, and Thermal Dynamics are must-haves to be able to provide meaningful solutions that help Dana diagnose, capture issues, and enhance the batteries used in the EV and E-Propulsion systems.


Show More
Report",-1,"Dana Incorporated
2.7","Novi, MI","Novi, MI","Size
1001 to 5000 Employees",,"Type
Company - Private","Industry
Transportation Equipment Manufacturing","Sector
Manufacturing","Revenue
$100 to $500 million (USD)"
Data Scientist,-1,"FULL TIME
LOCATION: N/A
About the Position: S3 Partners is seeking an exceptional Data Scientist to join our growing team. S3 is an innovative force at the center of technology, data analytics and financial markets and we are looking for highly motivated, competitive people who like to win.
Specific Responsibilities Include:
Improve and innovate models including statistical and machine learning techniques across various asset-classes (e.g. equities, fixed income, derivatives, FX, etc.)
Develop predictive analytics model using Machine Learning
Develop POC
Show More
Report",-1,S3Partners.com,"New York, NY",-1,-1,-1,-1,-1,-1,-1
Data Scientist,-1,"The Aerospace Corporation is the trusted partner to the nation’s space programs, solving the hardest problems and providing unmatched technical expertise. As the operator of a federally funded research and development center (FFRDC), we are broadly engaged across all aspects of space— delivering innovative solutions that span satellite, launch, ground, and cyber systems for defense, civil and commercial customers. When you join our team, you’ll be part of a special collection of problem solvers, thought leaders, and innovators. Join us and take your place in space.
At Aerospace, we are committed to providing an inclusive and diverse workplace for all employees to share in our common passion and aspiration – to carry out a mission much bigger than ourselves.
The Electronics and Sensors Division (ESD) is a world-class engineering and scientific leader in electronics and remote sensing systems. The Machine Intelligence and Exploitation Department (MIXD) is an organization within ESD. Our staff includes scientists and engineers actively engaged in developing and applying data science techniques to issues of national importance. MIXD members apply Artificial Intelligence/Machine Learning (AI/ML) as well as traditional processing and quantitative analysis techniques to facilitate the automated processing, exploitation, and integration of diverse data sources to enhance their timeliness, accuracy, and intelligence value.
$103,285 - $168,019 - $232,752
Show More
Report",-1,"The Aerospace Corporation
4.3","Chantilly, VA",-1,-1,"Founded
1960",-1,-1,-1,-1
Data Scientist,Employer Provided Salary:$125K - $175K,"Data Scientist
Active Top Secret security clearance is required
Remote with Quarterly trips to WVA.
In this role you will conduct data analytics, data engineering, data mining, exploratory analysis, predictive analysis, and statistical analysis, and uses scientific techniques to correlate data into graphical, written, visual and verbal narrative products, enabling more informed analytic decisions for our customers.
Skills and Qualifications
Experience in one or more statistical software packages such as R, SAS, SPSS, etc
Show More
Report",-1,"The Best Talent Services, Inc.","Clarksburg, WV",-1,-1,-1,-1,-1,-1,-1
Data Scientist - Shuzhao Li,Employer Provided Salary:$65K - $112K,"Data Scientist - Python, Metabolomics
The Shuzhao Li Lab at the Jackson Laboratory for Genomic Medicine (JAX-GM), Farmington, Connecticut, USA is hiring for a Data Scientist. The position can be either onsite or remote. JAX-GM is an excellent research environment for omics and data science, with a state-of-art facility and dedicated research IT supports.
The Shuzhao Li lab developed and contributed to influential software tools in metabolomics. The lab currently operates three Thermo Orbitrap mass spectrometers (1 IDX, 2 QE HFX), developing innovative applications to immunology and genomic medicine. Additional instruments are available in the JAX core facility (QE, Fusion, QQQ, timsTOF, etc.).
The Data Scientist is responsible for managing and maintaining large amounts of data. The Data Scientist plays a critical role in data curation, migration, auditing and storage which is essential to the success of the JAX. They will be expected to participate in efforts to disseminate the data, in collaboration with other key stakeholders.
The incumbent is expected to make important contributions to metabolomics and genomic medicine. This will include a major role in the continued development of mummichog and asari, metabolomics databases, cloud computing tools, and interactive data visualization portals.
Show More
Report",-1,"The Jackson Laboratory
3.5","Farmington, CT",-1,"Size
1001 to 5000 Employees",-1,"Founded
1929","Type
Nonprofit Organization","Industry
Biotech & Pharmaceuticals","Sector
Pharmaceutical & Biotechnology"
Sr. Data Scientist,$114K - $167K (Glassdoor est.),"Job Summary
The Sr. Data Scientist will be based in Fremont, CA. In this role you will report to the Director of Product Management. The selected candidate will assist with
formulating, suggesting, and managing data-driven projects which are geared at furthering the business's interests.
Watch this video
to learn why Nextracker is more than just a place to work.
Here is a glimpse of what you’ll do…
Selecting and employing advanced statistical procedures to obtain actionable insights.
Cross-validating models to ensure their generalizability;









Show More
Report",-1,"NEXTracker
3.9","Fremont, CA","Fremont, CA","Size
201 to 500 Employees",,"Founded
2013","Type
Subsidiary or Business Segment","Industry
Energy & Utilities","Sector
Energy, Mining & Utilities"
Data Scientist,Employer Provided Salary:$114K - $172K,"Comcast brings together the best in media and technology. We drive innovation to create the world's best entertainment and online experiences. As a Fortune 50 leader, we set the pace in a variety of innovative and fascinating businesses and create career opportunities across a wide range of locations and disciplines. We are at the forefront of change and move at an amazing pace, thanks to our remarkable people, who bring cutting-edge products and services to life for millions of customers every day. If you share in our passion for teamwork, our vision to revolutionize industries and our goal to lead the future in media and technology, we want you to fast-forward your career at Comcast.

Job Summary
Responsible for leveraging internal and external data to provide insights and information which supports a facts-based decision making process. Provides input into strategy, analysis methods and tool selection. Has in-depth experience, knowledge and skills in own discipline. Usually determines own work priorities. Acts as resource for colleagues with less experience.



Show More
Report",4.1,"FreeWheel
4.0","New York, NY",-1,"Size
1001 to 5000 Employees",-1,"Founded
2007","Type
Subsidiary or Business Segment","Industry
Advertising & Public Relations","Sector
Media & Communication"
Senior Data Scientist,Employer Provided Salary:$165K - $215K,"About Tala

Tala is a global technology company building the world’s most accessible financial services. With more than $350 million raised from visionary investors, we are serving millions of customers around the world who have been overlooked by traditional financial institutions – and our plan is to serve millions more, and have been named by the Fortune Impact 20 list, CNBC’s Disruptor 50, and Forbes’ Fintech 50 list for five years running. We are expanding across product offerings, countries and crypto and are looking for people who have an entrepreneurial spirit and are passionate about the mission.

By creating a unique platform that enables lending and other financial services around the globe, people in emerging markets are able to start and expand small businesses, manage day-to-day needs, and pursue their financial goals with confidence. Currently, more than 7 million people across Kenya, the Philippines, Mexico, and India have used Tala products. Due to our global team, we have a remote-first approach, and also have offices in Santa Monica, CA (HQ); Nairobi, Kenya; Mexico City, Mexico; Manila, the Philippines; and Bangalore, India.





Show More
Report",4.1,"Tala
4.2",Remote,-1,"Size
51 to 200 Employees",-1,"Type
Company - Private","Industry
Construction","Sector
Construction, Repair & Maintenance Services","Revenue
Unknown / Non-Applicable"
Data Scientist,$87K - $127K (Glassdoor est.),"Position
Data Scientist
Job Code-8335
req2710
Delta Community Credit Union Administrative Office - Riverwood 200
Full Time
*
Job Description*
Delta Community is the largest and one of the fastest growing credit unions in Georgia. Our rapid growth has created additional career opportunities within the organization. We are looking for energetic, flexible, and service oriented individuals for the following position.
The Data Scientist is an important member within the Enterprise Information Management & Analytics (IM&A) team and is responsible for using data, analytical tools and statistical methods to draw key insights from data to build advanced analytics models that enable data-driven decision-making. The position strives to deliver value every day to our internal business partners through data analytics by optimizing business outcomes for the credit union. We are looking for intellectually curious, strategic thinking and strong communicators.









Show More
Report",4.1,"Delta Community Credit Union
3.5","Atlanta, GA",-1,"Size
1001 to 5000 Employees",,"Founded
1940","Type
Nonprofit Organization","Industry
Investment & Asset Management","Sector
Financial Services"
Data Scientist (Remote),$66K - $105K (Glassdoor est.),"Location:
2727 N Central Ave, Phoenix, Arizona 85004 United States of America
The Senior Data Scientist oversees the conceptual vision of data science initiatives, covering the range of data science applications at U-Haul, and guides the team in the execution of that vision.
Responsibilities
Manage interactions, expectations, and connections with existing business units
Translates importance and outcomes of data science initiatives to higher levels
Establish realistic team objectives, KPIs, and timelines for data science projects
Prioritize work based on expected value to make continued progress on initiatives
Show More
Report",4.1,"U-Haul
3.4","Phoenix, AZ","Phoenix, AZ","Size
10000+ Employees",,"Founded
1945","Type
Company - Public","Industry
Car & Truck Rental","Sector
Transportation & Logistics"
Data Scientist,$97K - $145K (Glassdoor est.),"Responsibilities:
The individual with work with the CTO team to enhance our existing geolocation products along with new complementary datasets. They would be instrumental on the design of new offerings and combining the various existing datasets in one concrete product. The main focus would be on applying statistical modeling to various structured and unstructured geolocation data for verifying the quality and integrity of the data, cleansing the data and extracting trading signals along with using them to calibrate existing forecasting models. It would be also required to write research reports describing our data and its applications. Part of the role will entail interaction with the business development team on client driven projects.
The individual should demonstrate strong ability to work on a fast paced environment, proven record of working with innovative product teams and be ambitious to participate in shaping the direction of the newly formed geolocation data industry.
Show More
Report",4.1,Advan Research Corporation,"New York, NY","New York, NY","Size
Unknown",,"Type
Company - Public","Revenue
Unknown / Non-Applicable",-1,-1
Geospatial Data Scientist,$67K - $98K (Glassdoor est.),"Who is Saint Louis University? Founded in 1818, Saint Louis University is one of the nation’s oldest and most prestigious Catholic universities. SLU, which also has a campus in Madrid, Spain, is recognized for world-class academics, life-changing research, compassionate health care, and a strong commitment to faith and service.
All About You
Under general direction the data scientist will provide geospatial data collection, mapping, and analytics support, configure WebGIS/GIS Server solutions, implement workflows, create and provision data content, collect data using GPS, UAVs, and other modern technologies, and provide GIS support to faculty and students within TGI partner institutions. This role may also participate in larger project teams providing support in the conception, construction, implementation and testing of GIS databases, applications, and production systems.
JOB DUTIES:
Conduct spatial analysis with location aware big data

Scientists
40
Show More
Report",4.1,"Saint Louis University
4.0","Saint Louis, MO","Saint Louis, MO","Size
5001 to 10000 Employees",,"Founded
1818","Type
College / University","Industry
Colleges & Universities","Sector
Education"
Senior Data Scientist,$104K - $154K (Glassdoor est.),"About CCC
CCC Intelligent Solutions Inc. is the technology platform for the P&C insurance economy. CCC technology, insights, and support connect industries – insurers, automotive manufacturers, collision repairers, parts suppliers, lenders, fleet operators and more – to advance decision-making, productivity, and customer experiences for thousands of clients worldwide. Clients leverage CCC’s network management, data management, AI, operational workflows and customer experience solutions to efficiently scale, interact, transact and achieve their unique business objectives. CCC was ranked a best mid-sized company to work for by Forbes (2019). BuiltIn Chicago, Austin and LA named CCC a top place to work in 2020, 2021 & 2022. Diverse perspectives and experiences are core to CCC’s success and award-winning culture of more than 2,000 employees worldwide. We hold inclusion as a core value and are committed to celebrating and cultivating the diversity of our team. With a 40+ year track record of innovation, CCC’s tenacious spirit and growth mindset turn next generation technology into real world solutions and empower team members to expand their knowledge and potential. Headquartered in Chicago, CCC has 6 locations worldwide and is listed on the New York Stock Exchange (NYSE: CCCS). Find out more about CCC Intelligent Solutions by visiting cccis.com.
Show More
Report",4.1,"CCC
4.2","Chicago, IL","Chicago, IL","Size
1001 to 5000 Employees",,"Founded
1980","Type
Company - Private","Industry
Computer Hardware Development","Sector
Information Technology"
Analytics Scientist,$89K - $128K (Glassdoor est.),"The Global Data Insights and Analytics (GDI&A) Quality Analytics team is looking for a data scientist with expertise in developing and deploying analytics software solutions. As a member of this dynamic team, you will have the opportunity to work with some of the brightest global subject matter experts in vehicle quality and vehicle connectivity who are transforming the automobile industry.
We seek a Data Scientist to lead or assist in AI/ML model development and deployment to support vehicle quality improvement and warranty reduction by leveraging connected vehicle data and other data sources to predict emerging customer concerns. You will be expected to work with AI/ML experts and the IT team to choose the right software architecture and implement the AI/ML solution. We seek independent thinkers with a technical mindset who are passionate about learning and applying cutting-edge technologies.


Show More
Report",4.1,"Ford Motor Company
4.0","Dearborn, MI",-1,"Size
10000+ Employees",,"Founded
1903","Type
Company - Public","Industry
Transportation Equipment Manufacturing","Sector
Manufacturing"
Data Scientist,$74K - $114K (Glassdoor est.),"Title:
Data Scientist

ABOUT THIS POSITION

**ALL CANDIDATES MUST BE US CITIZENS WITH THE ABILITY TO OBTAIN A SECURITY CLEARANCE IN ORDER TO BE CONSIDERED**

The successful candidate will be part of the KBR team supporting the Test Resource Management Center’s (TRMC) Big Data (BD) and Knowledge Management (KM) Team working on prototype BD and KM systems for DoD testing Ranges and various acquisition programs. The successful candidate will support our customers with insights gained from analyzing DoD Test & Evaluation data. The ideal candidate is adept at using large data sets to find opportunities for process/workflow optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running scripts and reports. They must have a proven ability to drive decisions with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. The successful candidate will be expected to utilize BD and KM tools and follow processes that ensure high quality products are delivered. The successful candidate will have extensive technical expertise in data science, academic or industry experience, and have excellent communication skills. As a Data Scientist, you will be part of a technical team responsible for evaluating customer requirements pertaining to complex big data analytic challenges. You will meet frequently with DoD analysts to discuss needs and effectively communicate solutions at both a programmatic and technical level. This team will provide analytical services and solutions to various DoD testing Ranges and acquisition programs. You will be responsible for developing and implementing solutions using machine learning tools, statistical data analytics, and providing input on the design and development of analytical products and reports. You will work in design, maintenance, completion, and end user training for a highly visible data analytic project, at multiple DoD ranges, creating efficient solutions with the goal of ultimately improving data analytics within DoD Test and Evaluation. Data Scientists of all seniority levels are encouraged to apply and will be considered. This position will require travel of at least 1 week a month to support end users located at various DoD Ranges in the CONUS. Come join the BD and KM team on the ground floor and be a part of the team responsible for revolutionizing how data analysis is performed across the entire Department of Defense!

Qualifications

BASIC QUALIFICATIONS

This position requires a bachelor's degree in Computer Science, Data Science, Statistics or related, technical field, and 7-10 years of experience. Advanced degrees may be substituted for years of experience. Data Scientists of all seniority levels are encouraged to apply and will be considered.

Previous experience must include five (5) years of hands on experience in big data analytics or machine learning.

statistical analysis, statistical analysis, data mining algorithms, mathematical segmentation, machine learning, and modeling.

Proven analytical skills and experience in handling large volume of data.

Experience in dealing with imperfections in data.

Experience in implementing Data Visualization solutions.

Ability to obtain Secret Clearance required - Top Secret Clearance preferred

.

Contract Requirements Will Prevail


computer programming (e.g., Python, R), data structures (e.g., SQL, Hadoop), statistics (e.g., Bayesian modelling), data visualization (e.g., Tableau), modeling and simulation are required.

Proficiency using Python or R programming language

One-year experience developing applications using Big Data databases (e.g., Accumulo, HBase, MongoDB, Cassandra)

Hadoop, Cloudera, Hortonworks, Apache Storm, Apache Spark, HBase, YARN, map-reduce, big-data analytics, semantic-web (RDF, OWL), and graph-databases.

Experience with working in teams in the data science industry is preferred.

The Data Scientist must have the ability to work closely with other scientists or software engineers to develop the best technical design and approach for new analytical products.

Ability to problem solve, debug, and troubleshoot while under pressure and time constraints is required.

Expertise in statistical data analytics, machine learning, open source and proprietary tools and applications. Must have an excellent knowledge of advanced methods, and experience in applying those methods to solve problems.

Ability to communicate effectively about technical topics to both experts and non-experts at both the management and technical level is required.

Excellent interpersonal skills, oral and written communication skills, and strong personal motivation are preferred.

Knowledge of software design patterns, and Agile Development methodologies is a plus.

Ability to work independently and provide appropriate recommendations for optimal analysis and development.

Excellent written and verbal communications skills are required, as the Data Scientist will be in frequent contact with the project technical lead, be taking direction from various government leads, and will frequently be interacting with end users to gather requirements and implement solutions while away from other team members.

ADDITIONAL QUALIFICATIONS

The preferred candidate will have experience working in government/defense labs and their computing restrictions.

Knowledge of the Test and Training Enabling Architecture (TENA), the Joint Mission Environment Testing Capability (JMETC), and Distributed Testing and Training.

Experience working with major DoD Acquisition programs such as Joint Strike Fighter (JSF) or Missile Defense Agency (MDA) is a plus.

Knowledge of DoD Cybersecurity policies.

#LI-ML2

KBR is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, disability, sex, sexual orientation, gender identity or expression, age, national origin, veteran status, genetic information, union status and/or beliefs, or any other characteristic protected by federal, state, or local law.
Show More
Report",4.1,"KBR
3.9","Niceville, FL",-1,"Size
10000+ Employees",,"Founded
1901","Type
Company - Public","Industry
Aerospace & Defense","Sector
Aerospace & Defense"
Data Scientist - Evernorth,Employer Provided Salary:$96K - $160K,"Data Scientist (Data Science Advisor) - Data Science Center of Expertise

Job Description
Excited to grow your career? Do you have a passion for machine learning / artificial intelligence? Are you excited about using your skills to help individual’s improve their health?

We value our talented employees, and whenever possible strive to help one of our associates grow professionally before recruiting new talent to our open positions. If you think the open position you see is right for you, we encourage you to apply!
Our people make all the difference in our success.

Evernorth’s Data Science Center of Expertise applies advanced Data Science (DS), Artificial Intelligence (AI) and Machine Learning (ML) to produce solutions that reduce customer health costs and improve outcomes and business processes. Using state of the art AI tools, DS platforms, ML libraries, and optimization tools, we leverage internal, external, online and offline data sources comprising clinical, provider & Rx data, and behavioral/attitudinal data.

Role Summary
Using your knowledge of ML / AI you will build technologies to determine when a customer might be at risk and what actions can be taken to help improve health trajectories. Your work will require deep acquaintance with Evernorth’s data, seeking to find ways to deliver value through advanced feature engineering. From your models you will deliver actionable insights that can be incorporated into existing Evernorth wellness products as well as new programs. In addition to collaborating with Data Science Management to establish strategic priorities, you will work closely with Data & Engineering to deliver code that is robust and ready to scale.

The ideal candidate for this role will have strong coding skills (preferably in Python), a passion for creating technology to improve health care, and an attitude of creativity and continual learning.

This position is with Evernorth, a new business within the Cigna Corporation.


Create models using ML / AI techniques to predict risk and identify actionable insights

Deliver clean, reusable, and scalable code

Work closely with Data & Engineering to deploy models

Provide thought leadership on latest analytic techniques, technologies and methods


Bachelor's in Computer Science, Math, Statistics, or in any technical field that provides a solid basis for analytics and/or equivalent work experience

At least 3 years' of experience with leading ML / AI methods; XGBoost, deep learning, reinforcement learning, optimization required

At least 3 years' of experience with Python and its data science libraries such as Scikit-learn, Pandas, Numpy and Keras required

Excellent oral and written communication skills

If you will be working at home occasionally or permanently, the internet connection must be obtained through a cable broadband or fiber optic internet service provider with speeds of at least 10Mbps download/5Mbps upload.

For this position, we anticipate offering an annual salary of 95,800 - 159,600 USD / yearly, depending on relevant factors, including experience and geographic location.

This role is also anticipated to be eligible to participate in an annual bonus plan.

We want you to be healthy, balanced, and feel secure. That’s why you’ll enjoy a comprehensive range of benefits, with a focus on supporting your whole health. Starting on day one of your employment, you’ll be offered several health-related benefits including medical, vision, dental, and well-being and behavioral health programs. We also offer 401(k) with company match, company paid life insurance, tuition reimbursement, a minimum of 18 days of paid time off per year and paid holidays. For more details on our employee benefits programs, visit Life at Cigna .

About Cigna
Cigna Corporation exists to improve lives. We are a global health service company dedicated to improving the health, well-being and peace of mind of those we serve. Together, with colleagues around the world, we aspire to transform health services, making them more affordable and accessible to millions. Through our unmatched expertise, bold action, fresh ideas and an unwavering commitment to patient-centered care, we are a force of health services innovation. When you work with us, or one of our subsidiaries, you’ll enjoy meaningful career experiences that enrich people’s lives. What difference will you make?

Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws.

If you require reasonable accommodation in completing the online application process, please email: SeeYourself@cigna.com for support. Do not email SeeYourself@cigna.com for an update on your application or to provide your resume as you will not receive a response.

Cigna has a tobacco-free policy and reserves the right not to hire tobacco/nicotine users in states where that is legally permissible. Candidates in such states who use tobacco/nicotine will not be considered for employment unless they enter a qualifying smoking cessation program prior to the start of their employment. These states include: Alabama, Alaska, Arizona, Arkansas, Delaware, Florida, Georgia, Hawaii, Idaho, Iowa, Kansas, Maryland, Massachusetts, Michigan, Nebraska, Ohio, Pennsylvania, Texas, Utah, Vermont, and Washington State.
Show More
Report",4.1,"Cigna
3.7","Hartford, CT",-1,"Size
10000+ Employees",-1,"Founded
1865","Type
Company - Public","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Data Scientist,-1,"Opportunity Description
Our client is looking for a Data Scientist with domain expertise in employer-sponsored health insurance to apply principles of data science and machine learning to assist our client in projects related to underwriting, pricing, and predicting risk. Responsibilities include the following:
Improve the precision and accuracy of an algorithm related to the prediction of the cost of claims under a health insurance plan.
Develop, test, and hone additional algorithms.
Assist with operationalizing these algorithms and making them available for other teams to use.
Collaborate closely with our client's underwriting, actuarial, data science, and engineering teams.
Show More
Report",4.1,"Experfy Inc
4.7",Remote,Remote,-1,"Type
Company - Private",-1,-1,-1,-1
Data Scientist Developer,$81K - $118K (Glassdoor est.),"Duration: 5+ months

Data Scientist Developer
1. Sagemaker (AI/ML will come with this)
2. Python
3. Development- Developing models by writing underlying code

This need is a blend of a Data Scientist with the AWS development coming from working with Sagemaker and writing code while developing underlying code.



Show More
Report",4.1,"Capgemini
3.7","Malvern, PA",-1,"Size
10000+ Employees",,"Founded
1967","Type
Company - Public","Industry
Enterprise Software & Network Solutions","Sector
Information Technology"
Staff Data Scientist,-1,"Waymo is an autonomous driving technology company with a mission to make it safe and easy for people and things to get where they’re going. Since our start as the Google Self-Driving Car Project in 2009, Waymo has been focused on building the Waymo Driver—The World’s Most Experienced Driver™—to improve everyone's access to mobility while saving thousands of lives now lost to traffic crashes. Our Waymo Driver powers Waymo One, our fully autonomous ride-hailing service, as well as Waymo Via, our trucking and local delivery service. To date, Waymo has driven over 20 million miles autonomously on public roads across 25 U.S. cities and conducted over 20 billion miles of simulation testing.
At Waymo, we are mission-driven and believe deeply in the opportunity of autonomous driving technology to improve mobility and make people's lives better. We are united by purpose and responsibility (for our employees and riders alike). We are looking for kind, committed, employees who have integrity, dream big, work together as one team and create a sense of belonging for one another that is the foundation of our culture. We want each team member to feel welcomed and included in every step of our exciting journey.
Show More
Report",4.1,"Waymo
3.9","Fairfield, CA",-1,-1,"Founded
2009",-1,-1,-1,-1
"Lead Specialist, Data Scientist",$82K - $129K (Glassdoor est.),"Business Title:
Lead Specialist, Data Scientist

Requisition Number:
95789 - 70

Function:
Advisory

Area of Interest:


State:
OH










Show More
Report",4.1,"KPMG-UnitedStates
4.0","Cincinnati, OH",-1,"Size
1001 to 5000 Employees",,"Founded
1987","Type
Company - Private","Industry
Business Consulting","Sector
Management & Consulting"
Data Scientist,Employer Provided Salary:$100K,"Data Scientist (230011)
WHO WE'RE LOOKING FOR:
We're seeking out an enthusiastic and motivated Data Scientist to join our Analytics and Data Science team.
You are a self-motivated teammate with a curiosity for all things data related and love to solve problems.
You have built models and/or algorithms to solve business problems, drive growth and increase marketing effectiveness.
You are excited by the challenge of building something from the ground up.



Show More
Report",4.1,"Consumer Cellular
3.3","Scottsdale, AZ",-1,"Size
1001 to 5000 Employees",-1,"Founded
1995","Type
Company - Private","Industry
Telecommunications Services","Sector
Telecommunications"
"Data Scientist III Advanced Analytics - Python, ML",$95K - $132K (Glassdoor est.),"Job Summary:

This work involves a mix of advanced analytics and reporting work at KP Insight that requires the use of statistical models, classification models, machine learning, and other advanced analytics techniques to be able to explain hospital utilization inside out. The right candidate should be able to build on existing bodies of work and at the same time come up with proposals for looking into things that are still very new to the organization. Typical work includes Forecasting, Risk-adjustment, Classification, data exploration, Projections, Deep Dives and Target Setting to support of strategic objectives of the national organization. May be asked to maintain relationships with business partners or data partners. The right candidate can think under pressure. They have an analytical approach to problem solving. They espouse data-driven decision making. They can explain complex ideas simply. The ideal Data Scientist understands, interprets and analyzes with the goal of building better products. Data quality and statistical rigor are often their trademark. They think in terms of patterns, processing times, statistics, algorithms, machine learning, and experiments. They are looking to bring order to big data to find insights and learning that relate to their focus area. They have a desire to work on a high performing team with shared purpose to make a top-line impact








































PrimaryLocation : Maryland,Rockville,Rockville Regional Offices
HoursPerWeek : 40
Shift : Day
Workdays : Mon, Tue, Wed, Thu, Fri
WorkingHoursStart : 08:00 AM
WorkingHoursEnd : 05:00 PM
Job Schedule : Full-time
Job Type : Standard
Employee Status : Regular
Employee Group/Union Affiliation : NUE-PO-01|NUE|Non Union Employee
Job Level : Individual Contributor
Job Category : Data Analytics
Department : Po/Ho Corp - KP Insight HQAA - 0308
Travel : Yes, 5 % of the Time
Kaiser Permanente is an equal opportunity employer committed to a diverse and inclusive workforce. Applicants will receive consideration for employment without regard to race, color, religion, sex (including pregnancy), age, sexual orientation, national origin, marital status, parental status, ancestry, disability, gender identity, veteran status, genetic information, other distinguishing characteristics of diversity and inclusion, or any other protected status.
Show More
Report",4.1,"Kaiser Permanente
3.9","Rockville, MD",-1,"Size
10000+ Employees",,"Founded
1945","Type
Nonprofit Organization","Industry
Health Care Services & Hospitals","Sector
Healthcare"
Strategic Planning & Data Scientist II/I,Employer Provided Salary:$78K,"Provide data analytics and risk support to designated management groups for a broad range of financial and business issues with a moderate level of independence. Respond to budgetary and financial challenges while being proactive to addressing business needs. Analyst role is responsible for collecting and analyzing data, such as sales or cost numbers, conducting market or industry research, and helping the agency make the right decisions from a financial and risk perspective by applying risk assessment principles.
PRINCIPAL ACCOUNTABILITIES

Perform the following financial business planning and risk functions:
Cost and Revenue Model development and senior management financial reporting.














Show More
Report",4.1,"Energy Northwest
3.3","Richland, WA",-1,"Size
1001 to 5000 Employees",-1,"Founded
1957","Type
Government","Industry
Energy & Utilities","Sector
Energy, Mining & Utilities"
Data Scientist,$93K - $137K (Glassdoor est.),"TITLE
Data Scientist

JOB INFO
We are looking for exceptional talent in the data science and analytics area to help our clients realize value from their data. Our clients are in multiple industries ranging from Healthcare to Aerospace & Defence. We offer an unique opportunity to join a team of veterans who have an average of 20 years experience in building predictive models.
Part of your job will be to evangelize analytics and help educate our clients in the field of data science. You will provide expertise on mathematical concepts and inspire organizations to adopt an analytics culture. You will build data products that help our customers gain competitive advantage. You will engage with our clients to build predictive models in a collaborative mode and train them to maintain and continue to enhance the models. You will educate, build, train and transfer all activities to the clients.
Show More
Report",4.1,"Alagar
4.7","Plano, TX","Plano, TX","Size
51 to 200 Employees",,"Type
College / University","Revenue
Unknown / Non-Applicable",-1,-1
Data Scientist,$86K - $124K (Glassdoor est.),"There are over 7 billion people on this planet. And by 2050, there will be 2 billion more... many moving into urban centers at an unprecedented rate. Making sure there is enough food, fiber and infrastructure for our rapidly growing world is what we're all about at John Deere. And it's why we're investing in our people and our technology like never before! Here the world's brightest minds are tackling the world's biggest challenges. If you believe one person can make the world a better place, we'll put you to work. RIGHT NOW.

John Deere is an equal opportunity employer. All qualified applicants will receive consideration for employment without regards to, among other things, race, religion, color, national origin, sex, age, sexual orientation, gender identity or expression, status as a protected veteran, or status as a qualified individual with disability.

Primary Location:















Show More
Report",4.1,"John Deere
4.1","Milan, IL","Milan, IL","Size
10000+ Employees",,"Founded
1837","Type
Company - Public","Industry
Machinery Manufacturing","Sector
Manufacturing"
Senior Data Scientist,Employer Provided Salary:$148K - $181K,"Overview:
The Center for Data Science and AI at RTI International, one of the nation’s largest independent, nonprofit scientific research organizations, is seeking a Senior Data Scientist with deep and broad skills in advanced analytics (e.g., AI and machine learning, natural language processing, text analytics, microsimulation modeling, causal inference, social network analysis, computer vision), modern software development for data science applications, and data visualization to lead projects and provide thought leadership and mentoring in a variety of research domains, including public health, bioinformatics, genetics, justice, racial equity, public safety, education and workforce, survey science, environment, climate change, data modernization, and ethics and bias policies for AI. RTI’s mission is to improve the human condition, and our Center’s mission is to apply data science for social good. A successful candidate will work within and provide leadership and mentorship to a thriving and growing team of 30+ data scientists, engineers, visual designers, and subject matter experts across RTI, solving important national problems, improving our local communities, and transforming research.
Responsibilities:
Qualifications:





EEO & Pay Equity Statements:











Hiring Salary Range: $148,000 - $181,000
Show More
Report",4.1,"RTI International
4.0",Remote,-1,"Size
5001 to 10000 Employees",-1,"Founded
1958","Type
Nonprofit Organization","Industry
Research & Development","Sector
Management & Consulting"
